timestamp,position_lat,position_long,distance,heart_rate,altitude,speed,power,cadence
1060642853,-139005014,1991942784,2827.82,141,-5.399999999999977,12.388,271,93
1060642854,-139005516,1991941537,2840.17,141,-5.399999999999977,12.293,267,90
1060642855,-139004849,1991940514,2852.41,141,-5.399999999999977,12.168,262,91
1060642856,-139003656,1991939974,2864.53,141,-5.399999999999977,12.049,271,92
1060642857,-139002454,1991939489,2876.53,141,-5.399999999999977,11.944,271,92
1060642858,-139001259,1991939014,2888.43,141,-5.399999999999977,11.848,281,93
1060642859,-139000074,1991938542,2900.24,140,-5.399999999999977,11.765,271,92
1060642860,-138998899,1991938066,2911.97,140,-5.399999999999977,11.68,276,91
1060642861,-138997732,1991937592,2923.63,140,-5.399999999999977,11.604,271,91
1060642862,-138996569,1991937133,2935.19,140,-5.399999999999977,11.53,271,91
1060642863,-138995409,1991936686,2946.7,140,-5.399999999999977,11.459,262,92
1060642864,-138994250,1991936263,2958.12,140,-5.399999999999977,11.389,269,93
1060642865,-138993091,1991935859,2969.49,141,-5.399999999999977,11.326,267,93
1060642866,-138991934,1991935466,2980.79,141,-5.399999999999977,11.267,267,91
1060642867,-138990779,1991935090,2992.03,139,-5.399999999999977,11.213,271,93
1060642868,-138989629,1991934714,3003.23,141,-5.399999999999977,11.165,269,95
1060642869,-138988494,1991934314,3014.38,141,-5.399999999999977,11.119,271,93
1060642870,-138987363,1991933913,3025.48,141,-5.399999999999977,11.079,276,95
1060642871,-138986233,1991933520,3036.56,141,-5.399999999999977,11.045,276,94
1060642872,-138985109,1991933128,3047.59,141,-5.399999999999977,11.011,271,94
1060642873,-138983984,1991932746,3058.59,141,-5.399999999999977,10.982,276,94
1060642874,-138982862,1991932363,3069.57,141,-5.399999999999977,10.972,281,93
1060642875,-138981734,1991931995,3080.56,141,-5.399999999999977,11.014,276,95
1060642876,-138980594,1991931639,3091.63,141,-5.399999999999977,11.095,276,95
1060642877,-138979443,1991931291,3102.77,141,-5.399999999999977,11.177,286,93
1060642878,-138978279,1991930954,3114,140,-5.399999999999977,11.253,271,94
1060642879,-138977105,1991930630,3125.28,140,-5.399999999999977,11.316,267,94
1060642880,-138975909,1991930360,3136.64,140,-5.399999999999977,11.385,286,95
1060642881,-138974702,1991930115,3148.07,141,-5.399999999999977,11.455,281,95
1060642882,-138973482,1991929893,3159.57,141,-5.399999999999977,11.518,279,95
1060642883,-138972256,1991929664,3171.13,141,-5.399999999999977,11.582,286,96
1060642884,-138971024,1991929432,3182.74,141,-5.399999999999977,11.641,279,95
1060642885,-138969788,1991929187,3194.43,141,-5.399999999999977,11.7,286,95
1060642886,-138968547,1991928935,3206.16,140,-5.399999999999977,11.757,286,94
1060642887,-138967299,1991928690,3217.95,140,-5.399999999999977,11.806,276,96
1060642888,-138966042,1991928462,3229.79,140,-5.399999999999977,11.847,281,95
1060642889,-138964779,1991928249,3241.66,139,-5.399999999999977,11.883,265,92
1060642890,-138963500,1991928136,3253.57,139,-5.399999999999977,11.918,271,93
1060642891,-138962219,1991928142,3265.46,140,-5.399999999999977,11.834,265,93
1060642892,-138960949,1991928197,3277.25,140,-5.399999999999977,11.742,269,93
1060642893,-138959695,1991928344,3288.96,140,-5.399999999999977,11.654,265,92
1060642894,-138958470,1991928604,3300.57,140,-5.399999999999977,11.575,271,93
1060642895,-138957277,1991928969,3312.12,140,-5.399999999999977,11.5,267,92
1060642896,-138956139,1991929454,3323.59,139,-5.399999999999977,11.429,267,94
1060642897,-138955065,1991930061,3334.99,138,-5.399999999999977,11.366,271,92
1060642898,-138954077,1991930792,3346.34,138,-5.399999999999977,11.316,265,94
1060642899,-138953158,1991931602,3357.65,137,-5.399999999999977,11.304,271,91
1060642900,-138952280,1991932460,3368.97,137,-5.399999999999977,11.316,269,93
1060642901,-138951441,1991933358,3380.29,137,-5.399999999999977,11.315,276,93
1060642902,-138950631,1991934280,3391.6,137,-5.399999999999977,11.269,271,93
1060642903,-138949874,1991935238,3402.84,137,-5.399999999999977,11.217,271,91
1060642904,-138949148,1991936165,3413.68,137,-5.399999999999977,11.17,267,92
1060642905,-138948416,1991937130,3424.82,137,-5.399999999999977,11.122,271,93
1060642906,-138947698,1991938101,3435.93,137,-5.399999999999977,11.081,276,92
1060642907,-138946999,1991939080,3447,137,-5.399999999999977,11.047,281,93
1060642908,-138946321,1991940072,3458.04,138,-5.399999999999977,11.02,286,96
1060642909,-138945631,1991941051,3469.06,138,-5.399999999999977,10.999,286,93
1060642910,-138944930,1991942018,3480.05,139,-5.399999999999977,10.98,286,95
1060642911,-138944227,1991942983,3491.03,139,-5.399999999999977,10.961,286,96
1060642912,-138943519,1991943941,3501.99,139,-5.399999999999977,10.946,292,97
1060642913,-138942799,1991944889,3512.94,139,-5.399999999999977,10.932,281,94
