timestamp,position_lat,position_long,distance,heart_rate,altitude,speed,power,cadence
1061507772,-138817072,1991820024,0.5,93,1.6000000000000227,0.967,161,67
1061507773,-138817039,1991819840,2.24,92,1.6000000000000227,2.166,207,77
1061507774,-138816973,1991819577,4.75,92,1.6000000000000227,2.961,226,82
1061507775,-138816877,1991819230,8.07,92,1.6000000000000227,3.648,258,87
1061507776,-138816759,1991818814,12.06,92,1.6000000000000227,4.265,258,87
1061507777,-138816630,1991818338,16.6,92,1.6000000000000227,4.781,253,87
1061507778,-138816505,1991817807,21.62,92,1.6000000000000227,5.224,253,87
1061507779,-138816394,1991817226,27.05,93,1.6000000000000227,5.62,258,86
1061507780,-138816302,1991816600,32.86,93,1.6000000000000227,5.987,267,88
1061507781,-138816233,1991815931,39.04,93,1.6000000000000227,6.327,267,88
1061507782,-138816192,1991815226,45.53,93,1.6000000000000227,6.636,267,87
1061507783,-138816180,1991814486,52.32,93,1.6000000000000227,6.913,258,88
1061507784,-138816198,1991813718,59.37,93,1.6000000000000227,7.161,262,89
1061507785,-138816249,1991812926,66.65,93,1.6000000000000227,7.407,281,94
1061507786,-138816333,1991812108,74.19,93,1.6000000000000227,7.648,285,92
1061507787,-138816449,1991811270,81.96,93,1.6000000000000227,7.867,276,90
1061507788,-138816599,1991810414,89.94,93,1.6000000000000227,8.063,276,90
1061507789,-138816780,1991809543,98.09,93,1.6000000000000227,8.241,272,89
1061507790,-138816992,1991808660,106.43,93,1.6000000000000227,8.408,272,88
1061507791,-138817234,1991807766,114.93,93,1.6000000000000227,8.576,272,90
1061507792,-138817507,1991806862,123.6,93,1.6000000000000227,8.752,281,91
1061507793,-138817809,1991805946,132.45,93,1.6000000000000227,8.934,281,90
1061507794,-138818140,1991805020,141.48,94,1.6000000000000227,9.119,285,90
1061507795,-138818519,1991804092,150.69,94,1.6000000000000227,9.255,285,91
1061507796,-138818898,1991803151,160.01,94,1.6000000000000227,9.357,281,90
1061507797,-138819301,1991802209,169.42,95,1.6000000000000227,9.45,281,89
1061507798,-138819728,1991801267,178.92,95,1.6000000000000227,9.526,267,88
1061507799,-138820178,1991800327,188.49,95,1.6000000000000227,9.599,276,89
1061507800,-138820647,1991799389,198.13,95,1.6000000000000227,9.669,276,89
1061507801,-138821137,1991798452,207.84,98,1.6000000000000227,9.739,281,90
1061507802,-138821645,1991797519,217.61,98,1.6000000000000227,9.799,276,90
1061507803,-138822177,1991796590,227.46,104,1.6000000000000227,9.86,281,92
1061507804,-138822750,1991795680,237.35,109,1.6000000000000227,9.927,285,93
1061507805,-138823372,1991794792,247.32,109,1.6000000000000227,9.996,285,94
1061507806,-138824039,1991793929,257.37,109,1.6000000000000227,10.075,295,93
1061507807,-138824745,1991793089,267.48,109,1.3999999999999773,10.149,290,95
1061507808,-138825490,1991792271,277.68,110,1.3999999999999773,10.22,290,93
1061507809,-138826269,1991791477,287.94,111,1.3999999999999773,10.287,290,94
1061507810,-138827079,1991790703,298.28,111,1.3999999999999773,10.367,308,95
1061507811,-138827918,1991789949,308.69,111,1.3999999999999773,10.433,308,95
1061507812,-138828782,1991789214,319.16,111,1.3999999999999773,10.498,301,94
1061507813,-138829670,1991788497,329.69,111,1.3999999999999773,10.546,276,91
1061507814,-138830575,1991787799,340.25,112,1.1999999999999886,10.579,272,93
1061507815,-138831499,1991787115,350.87,113,1.1999999999999886,10.634,295,95
1061507816,-138832441,1991786443,361.56,113,1.1999999999999886,10.719,295,95
1061507817,-138833404,1991785794,372.29,112,1.1999999999999886,10.73,301,95
1061507818,-138834364,1991785139,383.03,112,1.3999999999999773,10.72,281,93
1061507819,-138835330,1991784500,393.73,112,1.3999999999999773,10.686,295,95
1061507820,-138836299,1991783870,404.41,114,1.3999999999999773,10.65,295,97
1061507821,-138837269,1991783249,415.05,115,1.3999999999999773,10.604,308,96
1061507822,-138838237,1991782638,425.62,115,1.6000000000000227,10.55,295,95
1061507823,-138839213,1991782053,436.14,116,1.6000000000000227,10.468,281,93
1061507824,-138840201,1991781511,446.56,116,1.8000000000000114,10.373,295,94
1061507825,-138841199,1991781008,456.9,116,2,10.278,285,92
1061507826,-138842200,1991780538,467.13,116,2,10.165,267,89
1061507827,-138843198,1991780097,477.23,118,2.1999999999999886,10.04,272,91
1061507828,-138844194,1991779680,487.22,118,2.3999999999999773,9.923,285,93
1061507829,-138845184,1991779284,497.09,118,2.6000000000000227,9.818,290,94
1061507830,-138846137,1991778915,506.55,118,2.8000000000000114,9.733,281,92
1061507831,-138847117,1991778546,516.25,120,3,9.666,285,92
1061507832,-138848095,1991778185,525.9,120,3.1999999999999886,9.62,295,93
1061507833,-138849073,1991777847,535.48,121,3.3999999999999773,9.529,295,95
1061507834,-138850035,1991777494,544.96,121,3.3999999999999773,9.437,308,96
1061507835,-138850989,1991777148,554.36,123,3.6000000000000227,9.365,327,100
1061507836,-138851938,1991776804,563.71,123,3.8000000000000114,9.305,327,97
1061507837,-138852880,1991776460,572.99,122,4,9.237,314,96
1061507838,-138853812,1991776116,582.18,121,4.199999999999989,9.149,290,93
1061507839,-138854733,1991775768,591.29,122,4.399999999999977,9.055,295,93
1061507840,-138855638,1991775410,600.3,122,4.600000000000023,8.964,290,94
1061507841,-138856527,1991775034,609.23,122,5,8.881,301,95
1061507842,-138857394,1991774631,618.08,122,5.199999999999989,8.797,290,93
1061507843,-138858231,1991774188,626.83,122,5.399999999999977,8.716,295,93
1061507844,-138859042,1991773713,635.52,122,5.600000000000023,8.638,295,94
1061507845,-138859835,1991773225,644.12,122,5.800000000000011,8.576,314,95
1061507846,-138860612,1991772721,652.67,122,6,8.51,295,96
1061507847,-138861361,1991772190,661.15,123,6.199999999999989,8.417,301,96
1061507848,-138862072,1991771631,669.5,123,6.600000000000023,8.279,301,94
1061507849,-138862716,1991771015,677.71,122,6.800000000000011,8.128,301,95
1061507850,-138863296,1991770362,685.75,123,7.199999999999989,7.965,290,94
1061507851,-138863819,1991769681,693.65,124,7.399999999999977,7.827,301,94
1061507852,-138864301,1991768987,701.42,126,7.800000000000011,7.711,295,94
1061507853,-138864758,1991768289,709.09,126,8,7.63,301,94
1061507854,-138865203,1991767589,716.71,126,8.199999999999989,7.591,308,97
1061507855,-138865642,1991766892,724.28,126,8.399999999999977,7.553,301,96
1061507856,-138866068,1991766191,731.82,125,8.600000000000023,7.505,290,94
1061507857,-138866466,1991765481,739.3,125,9,7.459,290,93
1061507858,-138866840,1991764761,746.75,126,9.199999999999989,7.425,295,95
1061507859,-138867196,1991764036,754.16,127,9.399999999999977,7.394,295,96
